Product Name,Price ,Price per quantity,Image URL,Image Path,Category,Subcategory,Availability,Product URL,Review Count,Weight
Morrisons Boneless Sardine Fillets with Mediterranean Vegetables,£ 0.85,£ 0.85 per 100g,https://groceries.morrisons.com/productImages/378/378987011_0_640x640.jpg,images/Morrisons Boneless Sardine Fillets with Mediterranean Vegetables_378987011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Sardines & Pilchards",No,https://groceries.morrisons.com/products/378987011,3,100g
John West Thai Salmon Light Lunch,£ 2.5,£ 1.14 per 100g,https://groceries.morrisons.com/productImages/278/278310011_0_640x640.jpg,images/John West Thai Salmon Light Lunch_278310011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Salmon",Yes,https://groceries.morrisons.com/products/278310011,8,220g
John West Boneless Sardines in Sunflower Oil (95g),£ 1.2,£ 1.79 per 100g,https://groceries.morrisons.com/productImages/111/111315011_0_640x640.jpg,images/John West Boneless Sardines in Sunflower Oil (95g)_111315011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Sardines & Pilchards",Yes,https://groceries.morrisons.com/products/111315011,1,67g
Morrisons Albacore Tuna Steak In Spring Water ,£ 3.5,£ 1.59 per 100g,https://groceries.morrisons.com/productImages/459/459714011_0_640x640.jpg,images/Morrisons Albacore Tuna Steak In Spring Water _459714011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",No,https://groceries.morrisons.com/products/459714011,,220g
Morrisons Savers Sardines in Tomato Sauce,£ 0.34,£ 0.283 per 100g,https://groceries.morrisons.com/productImages/231/231528011_0_640x640.jpg,images/Morrisons Savers Sardines in Tomato Sauce_231528011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Sardines & Pilchards",Yes,https://groceries.morrisons.com/products/231528011,20,120g
John West No Drain Tuna Steak,£ 2.3,£ 1.2778 per 100g,https://groceries.morrisons.com/productImages/318/318508011_0_640x640.jpg,images/John West No Drain Tuna Steak_318508011.jpg,Fish,Inspiration>Lunchbox Shop>Build Your Own Sandwich>The Filling>The Protein,Yes,https://groceries.morrisons.com/products/318508011,2,3 x 60g
John West Wild Pink Salmon,£ 2.65,£ 1.24 per 100g,https://groceries.morrisons.com/productImages/210/210380011_0_640x640.jpg,images/John West Wild Pink Salmon_210380011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Salmon",Yes,https://groceries.morrisons.com/products/210380011,4,213g
Morrisons Tuna In Chilli & Garlic ,£ 1.0,£ 1.25 per 100g,https://groceries.morrisons.com/productImages/459/459715011_0_640x640.jpg,images/Morrisons Tuna In Chilli & Garlic _459715011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/459715011,1,80g
John West Lemon & Thyme Tuna Infusions,£ 1.7,£ 2.13 per 100g,https://groceries.morrisons.com/productImages/278/278311011_0_640x640.jpg,images/John West Lemon & Thyme Tuna Infusions_278311011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/278311011,7,80g
Morrisons Tuna Chunks In Spring Water ,£ 1.0,£ 0.69 per 100g,https://groceries.morrisons.com/productImages/507/507296011_0_640x640.jpg,images/Morrisons Tuna Chunks In Spring Water _507296011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/507296011,,145g
John West Mackerel Fillets In Tomatoes,£ 1.25,£ 1.09 per 100g,https://groceries.morrisons.com/productImages/422/422720011_0_640x640.jpg,images/John West Mackerel Fillets In Tomatoes_422720011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Mackerel & Kippers ",Yes,https://groceries.morrisons.com/products/422720011,2,115g
John West Fridge Pot No Drain Tuna Steak In Brine ,£ 3.5,£ 1.064 per 100g,https://groceries.morrisons.com/productImages/459/459700011_0_640x640.jpg,images/John West Fridge Pot No Drain Tuna Steak In Brine _459700011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/459700011,2,3 x 110g
John West Tuna Chunks In Brine,£ 1.5,£ 1.03 per 100g,https://groceries.morrisons.com/productImages/399/399349011_0_640x640.jpg,images/John West Tuna Chunks In Brine_399349011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/399349011,,145g
Morrisons Sardines with Herbs De Provence,£ 0.85,£ 0.85 per 100g,https://groceries.morrisons.com/productImages/378/378984011_0_640x640.jpg,images/Morrisons Sardines with Herbs De Provence_378984011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Sardines & Pilchards",No,https://groceries.morrisons.com/products/378984011,1,100g
John West Light Lunch Mexican Style Tuna Salad,£ 2.5,£ 1.14 per 100g,https://groceries.morrisons.com/productImages/111/111272011_0_640x640.jpg,images/John West Light Lunch Mexican Style Tuna Salad_111272011.jpg,Fish,"Inspiration>Healthier Living>Food Cupboard>Tins, Cans & Packets",Yes,https://groceries.morrisons.com/products/111272011,3,220g
Morrisons Sardines In Sunflower Oil  (120g),£ 0.4,£ 0.444 per 100g,https://groceries.morrisons.com/productImages/247/247420011_0_640x640.jpg,images/Morrisons Sardines In Sunflower Oil  (120g)_247420011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Sardines & Pilchards",No,https://groceries.morrisons.com/products/247420011,5,90g
John West Cracker Toppers Tuna Sweet Chilli,£ 1.0,£ 1.25 per 100g,https://groceries.morrisons.com/productImages/479/479800011_0_640x640.jpg,images/John West Cracker Toppers Tuna Sweet Chilli_479800011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/479800011,1,80g
Princes Tuna Chunks In Sunflower Oil,£ 5.0,£ 0.862 per 100g,https://groceries.morrisons.com/productImages/422/422971011_0_640x640.jpg,images/Princes Tuna Chunks In Sunflower Oil_422971011.jpg,Fish,Food Cupboard>Princes Shop - Sponsored>Simple Lunches,Yes,https://groceries.morrisons.com/products/422971011,2,4 x 145g
Morrisons Mackerel In A Caribbean Dressing,£ 0.95,£ 0.76 per 100g,https://groceries.morrisons.com/productImages/376/376199011_0_640x640.jpg,images/Morrisons Mackerel In A Caribbean Dressing_376199011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Mackerel & Kippers ",Yes,https://groceries.morrisons.com/products/376199011,1,125g
Princes Mackerel Sizzle Tomato & Herb,£ 1.5,£ 0.9343 per 100g,https://groceries.morrisons.com/productImages/479/479798011_0_640x640.jpg,images/Princes Mackerel Sizzle Tomato & Herb_479798011.jpg,Fish,Food Cupboard>Princes Shop - Sponsored>Mid Week Meals,Yes,https://groceries.morrisons.com/products/479798011,3,160g
Morrisons Mexican Tuna Meal ,£ 1.7,£ 1.06 per 100g,https://groceries.morrisons.com/productImages/459/459726011_0_640x640.jpg,images/Morrisons Mexican Tuna Meal _459726011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/459726011,3,160g
John West Tuna With A Twist Of Lime,£ 1.0,£ 1.18 per 100g,https://groceries.morrisons.com/productImages/266/266929011_0_640x640.jpg,images/John West Tuna With A Twist Of Lime_266929011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/266929011,2,85g
John West Pressed Cod Roe,£ 1.65,£ 0.825 per 100g,https://groceries.morrisons.com/productImages/325/325948011_0_640x640.jpg,images/John West Pressed Cod Roe_325948011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Seafood",No,https://groceries.morrisons.com/products/325948011,4,200g
John West Sild In Sunflower Oil ,£ 1.4,£ 1.27 per 100g,https://groceries.morrisons.com/productImages/267/267470011_0_640x640.jpg,images/John West Sild In Sunflower Oil _267470011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Seafood",Yes,https://groceries.morrisons.com/products/267470011,,110g
John West Steam Pot With Tuna Infusions Sweet & Sour Noodles ,£ 2.5,£ 1.79 per 100g,https://groceries.morrisons.com/productImages/512/512029011_0_640x640.jpg,images/John West Steam Pot With Tuna Infusions Sweet & Sour Noodles _512029011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/512029011,,140g
John West Sardines In Sunflower Oil,£ 1.25,£ 1.0859 per 100g,https://groceries.morrisons.com/productImages/421/421510011_0_640x640.jpg,images/John West Sardines In Sunflower Oil_421510011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Sardines & Pilchards",Yes,https://groceries.morrisons.com/products/421510011,,115g
John West Steam Pot With Tuna Infusions Mexican Salsa Rice 140G,£ 2.5,£ 1.79 per 100g,https://groceries.morrisons.com/productImages/512/512028011_0_640x640.jpg,images/John West Steam Pot With Tuna Infusions Mexican Salsa Rice 140G_512028011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/512028011,,140g
John West Sundried Tomato Tuna Infusions,£ 1.7,£ 2.13 per 100g,https://groceries.morrisons.com/productImages/479/479799011_0_640x640.jpg,images/John West Sundried Tomato Tuna Infusions_479799011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/479799011,,80g
Loma Linda Chipotle Bowl ,£ 2.8,£ 0.986 per 100g,https://groceries.morrisons.com/productImages/517/517946011_0_640x640.jpg,images/Loma Linda Chipotle Bowl _517946011.jpg,Fish,"Vegan>Food Cupboard >Tins, Cans & Packets",Yes,https://groceries.morrisons.com/products/517946011,,284g
Morrisons Fad Free Tuna Chunks In Sunflower Oil ,£ 2.0,£ 0.833 per 100g,https://groceries.morrisons.com/productImages/529/529934011_0_640x640.jpg,images/Morrisons Fad Free Tuna Chunks In Sunflower Oil _529934011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/529934011,,3 x 80g
John West No Drain Tuna Steak in Brine ,£ 2.3,£ 1.2778 per 100g,https://groceries.morrisons.com/productImages/266/266931011_0_640x640.jpg,images/John West No Drain Tuna Steak in Brine _266931011.jpg,Fish,Inspiration>Lunchbox Shop>Build Your Own Sandwich>The Filling>The Protein,Yes,https://groceries.morrisons.com/products/266931011,3,3 x 60g
Morrisons Fad Free Tuna Chunks In Brine ,£ 1.0,£ 0.69 per 100g,https://groceries.morrisons.com/productImages/522/522065011_0_640x640.jpg,images/Morrisons Fad Free Tuna Chunks In Brine _522065011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/522065011,,145g
Morrisons No Drain Tuna Steak In A Little Spring Water ,£ 4.0,£ 1.21 per 100g,https://groceries.morrisons.com/productImages/459/459724011_0_640x640.jpg,images/Morrisons No Drain Tuna Steak In A Little Spring Water _459724011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",No,https://groceries.morrisons.com/products/459724011,,3 x 110g
Princes Tuna Chunks In Spring Water,£ 5.0,£ 0.862 per 100g,https://groceries.morrisons.com/productImages/422/422972011_0_640x640.jpg,images/Princes Tuna Chunks In Spring Water_422972011.jpg,Fish,Food Cupboard>Princes Shop - Sponsored>Simple Lunches,Yes,https://groceries.morrisons.com/products/422972011,6,4 x 145g
Morrisons Mackerel Fillets In Brine (125g),£ 0.95,£ 1.08 per 100g,https://groceries.morrisons.com/productImages/270/270430011_0_640x640.jpg,images/Morrisons Mackerel Fillets In Brine (125g)_270430011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Mackerel & Kippers ",Yes,https://groceries.morrisons.com/products/270430011,2,88g
John West Tuna Chunks In Sunflower Oil ,£ 2.99,£ 0.516 per 100g,https://groceries.morrisons.com/productImages/456/456005011_0_640x640.jpg,images/John West Tuna Chunks In Sunflower Oil _456005011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Tuna",Yes,https://groceries.morrisons.com/products/456005011,,4 x 145g
John West Boneless Sardines in Tomato Sauce (95g),£ 1.2,£ 1.94 per 100g,https://groceries.morrisons.com/productImages/111/111314011_0_640x640.jpg,images/John West Boneless Sardines in Tomato Sauce (95g)_111314011.jpg,Fish,"Food Cupboard>Tins, Cans & Packets>Fish>Sardines & Pilchards",Yes,https://groceries.morrisons.com/products/111314011,4,62g
